"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,42733492.097704,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,45055938.241936,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,51533172.007474,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,75198471.536981,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,73160012.916835,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,50701072.889534,,
"IND","India","IFINC_INS","I.B.1. Income support","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,53451791.336305,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1494404.4229764,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1743030.7491902,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1280754.8551642,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,1198354.9191838,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1377490.4932591,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3499944.236823,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2099256.3262571,,
"IND","India","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,1551640.3768452,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23783798.256341,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,26608369.44003,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,24238493.401357,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,33313738.395397,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,38541389.795693,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,21000033.479027,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,18368060.885101,,
"IND","India","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,25768828.342287,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,71881798.269394,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,77759761.300233,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,95802622.539539,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,79076142.143058,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,96497194.63771,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,97183447.644608,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,91269515.173371,,
"IND","India","GSINF","II.B. Provision of infrastructure","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,108551539.36882,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,71881798.269394,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,77759761.300233,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,95802622.539539,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,79076142.143058,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,96497194.63771,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,97183447.644608,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,91269515.173371,,
"IND","India","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,108551539.36882,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,458399.24479287,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,373186.11963372,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,25250871.981232,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,26089255.450907,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,27768694.89161,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,19971520.169639,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,5524225.2609659,,
"IND","India","GSCOM","II.D. Support to fishing communities","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,6828467.076307,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2472523.7724846,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3125437.8969885,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2766255.4467308,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,7074228.8095341,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,4507953.0187997,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,4180864.9501589,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,1653344.1670593,,
"IND","India","GSRND","II.F. Research and development","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2809636.6357501,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5497082.3627816,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5525543.7448817,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,9560819.014342,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,8551977.1214181,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,12037552.399222,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,9884846.7981143,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,12834691.618498,,
"IND","India","GSMNG","II.G. Management of resources","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,8309592.3805328,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4056505.3443184,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,4092332.9051787,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,7606182.6705718,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,5987753.1040308,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,9504112.475006,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,6231623.8172802,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,9530339.0559548,,
"IND","India","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,5615579.6758626,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,33195134.7604,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,54480586.052637,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,19255319.45558,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,14771280.497994,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,22883753.607594,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,31180999.572419,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,22508333.944134,,
"IND","India","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,16587030.488398,,
"IDN","Indonesia","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4583840.555109,,
"IDN","Indonesia","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,4558539.2869316,,
"IDN","Indonesia","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,4285850.7739385,,
"IDN","Indonesia","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4583840.555109,,
"IDN","Indonesia","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,4558539.2869316,,
"IDN","Indonesia","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,4285850.7739385,,
"IDN","Indonesia","GSEDU","II.E. Education and training","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4057826.0651784,,
"IDN","Indonesia","GSEDU","II.E. Education and training","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2669874.2526174,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,22894570.333281,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,27217055.253531,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23803974.642375,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,27805818.13164,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,21505143.630314,,
"MYS","Malaysia","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,16881815.467639,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3127471.049744,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3048302.9952684,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2897375.0690118,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2578775.4906359,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2438330.8313282,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2527024.3920845,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2510105.4483848,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2472086.1819886,,
"PER","Peru","IFMSC","I.D. Miscellaneous direct support to individuals and companies","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2362123.839615,,
"PER","Peru","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,603692.30552761,,
"PER","Peru","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,958347.36021585,,
"TWN","Chinese Taipei","TIFN","I.E. Tax exemptions","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,35565508.047522,,
"TWN","Chinese Taipei","TIFN","I.E. Tax exemptions","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,40757928.427127,,
"TWN","Chinese Taipei","TIFN","I.E. Tax exemptions","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2568139.3422966,,
"TWN","Chinese Taipei","TIFN","I.E. Tax exemptions","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2495791.8717446,,
"TWN","Chinese Taipei","TIFN","I.E. Tax exemptions","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2739128.4193647,,
"TWN","Chinese Taipei","FTC","I.E.1. Fuel tax concessions","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,35565508.047522,,
"TWN","Chinese Taipei","FTC","I.E.1. Fuel tax concessions","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,40757928.427127,,
"TWN","Chinese Taipei","FTC","I.E.1. Fuel tax concessions","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2568139.3422966,,
"TWN","Chinese Taipei","FTC","I.E.1. Fuel tax concessions","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2495791.8717446,,
"TWN","Chinese Taipei","FTC","I.E.1. Fuel tax concessions","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2739128.4193647,,
"TWN","Chinese Taipei","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,21698.324657722,,
"TWN","Chinese Taipei","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,26290.999238252,,
"TWN","Chinese Taipei","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","IFINP","I.A. Transfers based on input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,34779.294880692,,
"TWN","Chinese Taipei","IFINP","I.A. Transfers based on input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,43463.198427332,,
"TWN","Chinese Taipei","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,21698.324657722,,
"TWN","Chinese Taipei","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,26290.999238252,,
"TWN","Chinese Taipei","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,34779.294880692,,
"TWN","Chinese Taipei","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,43463.198427332,,
"TWN","Chinese Taipei","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,21698.324657722,,
"TWN","Chinese Taipei","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,26290.999238252,,
"TWN","Chinese Taipei","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,34779.294880692,,
"TWN","Chinese Taipei","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,43463.198427332,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6214875.3507945,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,6780312.7219348,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,6817522.9399486,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,6920082.8174522,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6815052.8910793,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,6588530.7533103,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,6494370.5652695,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,6685899.6975347,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,6081824.967573,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,12491913.900333,,
"TWN","Chinese Taipei","IFINC_INS","I.B.1. Income support","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,14168493.352954,,
"TWN","Chinese Taipei","GSINF","II.B. Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,30997.606653889,,
"TWN","Chinese Taipei","GSINF","II.B. Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,32863.749047815,,
"TWN","Chinese Taipei","GSINF","II.B. Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","GSINF","II.B. Provision of infrastructure","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,16332777.462795,,
"TWN","Chinese Taipei","GSINF","II.B. Provision of infrastructure","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,23866423.235795,,
"TWN","Chinese Taipei","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,30997.606653889,,
"TWN","Chinese Taipei","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,32863.749047815,,
"TWN","Chinese Taipei","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"TWN","Chinese Taipei","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,16332777.462795,,
"TWN","Chinese Taipei","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,23866423.235795,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1020839.3263878,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1015106.5018138,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1010540.8690916,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,791949.20537405,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,655177.153513,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,640410.55346934,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,612580.28225128,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,330506.20375395,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,406189.81137403,,
"TWN","Chinese Taipei","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,916801.84182653,,
"VNM","Viet Nam","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,603610.40857254,,
"VNM","Viet Nam","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,792415.24136369,,
"VNM","Viet Nam","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,586364.86226093,,
"VNM","Viet Nam","IFINP","I.A. Transfers based on input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,774984.09220551,,
"VNM","Viet Nam","IFINP","I.A. Transfers based on input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,580987.4681314,,
"VNM","Viet Nam","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,603610.40857254,,
"VNM","Viet Nam","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,792415.24136369,,
"VNM","Viet Nam","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,586364.86226093,,
"VNM","Viet Nam","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,774984.09220551,,
"VNM","Viet Nam","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,580987.4681314,,
"VNM","Viet Nam","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,603610.40857254,,
"VNM","Viet Nam","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,792415.24136369,,
"VNM","Viet Nam","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,586364.86226093,,
"VNM","Viet Nam","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,774984.09220551,,
"VNM","Viet Nam","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,580987.4681314,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,7710652.3640072,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,7601019.9598024,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7924152.4136369,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7818198.163479,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,7749840.9220551,,
"VNM","Viet Nam","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,7746499.5750854,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,7710652.3640072,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,7601019.9598024,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7924152.4136369,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7818198.163479,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,7749840.9220551,,
"VNM","Viet Nam","IFINC_SIF","I.B.2. Special insurance system for fishers","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,7746499.5750854,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,38369821.165602,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,22389577.112026,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,23370785.47031,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23258090.890215,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,40513520.227811,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,44840409.132226,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,14698762.974502,,
